"";"classe 1";"classe 2";"classe 3"
"estudo";82,876;-29,501;-23,486
"consequencia";0,024;-14,986;14,418
"comprovar";14,028;-0,046;-16,543
"comprovacao";16,477;0,087;-24,499
"politicas_publicas";70,869;-15,396;-31,467
"jurisdicao";-17,366;15,237;0,583
"identificar";4,802;0,18;-8,67
"excepcional";4,227;-2,61;-0,483
"referente";18,885;-14,33;-1,186
"prevencao";3,479;-25,945;9,572
"paciente";102,884;-34,673;-30,996
"omissivo";-47,207;131,568;-15,284
"despacho";1,302;-22,548;12,733
"capacidade";56,857;-18,784;-17,5
"maximo";54,756;-18,078;-16,864
"inscricao";76,836;-27,408;-21,723
"alinea";-7,284;-24,057;66,017
"afronta";-1,368;0,552;0,332
"vigor";35,917;-19,137;-5,618
"vedacao";4,332;-13,078;1,768
"solicitar";15,777;-32,798;1,774
"publicacao";9,207;-14,486;0,188
"distribuicao";2,734;-0,348;-1,657
"clausular";-0,485;17,067;-11,86
"cear";-1,218;0,31;0,479
"carlos";-61,042;83,089;-0,171
"substituir";0,701;7,227;-13,825
"oficiar";19,407;-30,012;0,337
"julho";32,412;-31,946;-0,512
"improvido";-86,851;257,71;-33,77
"economia";59,944;-21,783;-16,585
"america";53,461;-10,196;-25,935
"vii";19,429;-11,44;-2,477
"seguir";36,77;-18,642;-6,299
"procedencia";-5,384;-25,189;60,977
"pleitear";0,014;-18,431;18,229
"parcial";-17,065;-18,285;83,16
"juiz";-2,103;-13,147;28,972
"inscrever";-16,14;56,584;-9,753
"avaliacao";91,537;-29,715;-28,699
"regiao";44,39;-16,51;-11,946
"produzir";5,302;-7,931;0,065
"oficial";32,644;-9,285;-11,648
"milhao";75,675;-24,223;-24,074
"lc";-7,085;-11,177;41,985
"integrar";7,434;-5,493;-0,512
"inconstitucional";-0,093;-8,009;10,586
"comum";30,833;-7,022;-13,225
"agosto";0,686;-30,87;22,617
"potencialidade";-80,432;242,551;-32,729
"pessoal";47,472;-15,637;-14,657
"obter";4,715;-0,979;-2,16
"minas_gerais";0,038;-10,254;9,396
"dano";-1,764;12,233;-4,286
"constar";22,65;-28,945;0,006
"venezuelano";33,589;-5,623;-17,646
"suscitar";-40,535;31,792;2,251
"sintese";4,295;-13,734;2,05
"relatar";-12,802;-9,915;53,712
"reiterar";-0,895;-0,03;1,592
"prestacao";29,058;-7,734;-10,998
"existente";-7,275;30,742;-6,782
"consagrar";-24,082;91,985;-17,875
"barbosa";-39,58;81,348;-4,23
"universidade";55,615;-20,303;-15,304
"suficiente";-1,858;6,844;-1,266
"responsabilidade";39,072;-24,057;-4,498
"producao";48,505;-10,817;-21,132
"policial";22,153;-19,187;-0,795
"noticiar";30,044;-17,928;-3,719
"luis_roberto_barroso";-51,974;-0,461;80,118
"imprensa";50,355;-20,672;-11,946
"federacao";28,808;-8,643;-9,776
"certo";4,757;-1,219;-1,86
"ad";-7,779;-1,81;20,922
"acompanhar";-0,03;-4,304;5,418
"abuso";-15,518;-13,581;68,777
"retirar";16,974;-1,797;-11,16
"pesquisa";71,172;-23,021;-22,398
"medida_liminar";-4,455;-8,498;29,259
"eleger";-15,977;-0,118;24,297
"desenvolvimento";67,832;-17,928;-25,828
"conduta";8,073;-24,057;3,177
"associacao";-0,2;0,349;-0,009
"alcance";-10,811;28,727;-3,021
"procuradoria_geral_da_republica";-37,311;-6,394;91,945
"partido_socialismo_e_liberdade";-23,111;-14,619;88,906
"morte";33,621;-24,721;-2,353
"forca";3,53;-17,928;4,822
"competente";10,531;-12,752;-0,002
"sistematico";-19,391;45,414;-3,523
"incompativel";-14,766;29,754;-1,441
"cenario";49,409;-21,412;-10,869
"procurador_geral_do_estado";-2,191;-2,298;10,569
"orcamentar";21,292;-12,683;-2,646
"interessado";0,03;3,33;-4,286
"integrante";0,03;-0,319;0,147
"danoso";-71,44;212,6;-28,007
"cidadania";0,138;-23,453;20,675
"cassacao";-26,151;-30,785;133,416
"ans";34,329;-19,187;-4,888
"agente";31,034;-7,227;-13,089
"reqte";-0,483;-1,901;4,889
"republicano";-5,725;-20,37;54,356
"mes";57,911;-31,186;-8,876
"forcar";66,65;-23,955;-18,679
"fase";25,185;-13,242;-4,038
"anexo";61,207;-29,626;-11,35
"vereador";-0,366;-22,297;30,699
"participacao";17,062;-21,428;0,001
"junho";2,876;-28,081;12,24
"invocar";-23,993;11,18;4,731
"infraconstitucional";-30,745;48,284;-0,617
"https";81,241;-31,573;-20,706
"federativo";23,439;-14,262;-2,775
"condicionar";-32,4;89,733;-10,293
"compulsorio";60,006;-14,604;-24,455
"aptar";-35,711;58,823;-1,065
"amicus_curiae";-28,752;-0,949;50,962
"agu";4,952;-12,485;1,166
"tramitar";-58,251;36,165;6,574
"trabalhador";41,649;-25,384;-4,911
"rtj";-47,553;117,997;-10,607
"presenca";-7,896;22,261;-2,646
"classe";-9,457;2,641;3,431
"atuar";11,817;-3,149;-4,468
"alcancar";-0,003;-0,191;0,264
"administracao";37,554;-15,105;-9,156
"viii";-0,532;-17,81;26,7
"solver";-75,262;216,115;-26,625
"novembro";-1,501;-18,463;33,798
"nivel";81,241;-23,78;-28,225
"melhor";38,547;-13,581;-11,054
"lado";0,433;0,79;-2,776
"expressao";4,602;-0,083;-4,667
"estrutura";50,243;-16,373;-15,69
"esfera";11,817;-8,984;-0,737
"dividir";64,393;-23,189;-18,006
"cpc";-41,704;-8,095;106,383
"consubstanciar";-1,501;-0,001;2,076
"agremiacao";-10,198;-3,635;31,507
"virtude";-3,004;-0,058;4,98
"revestir";-44,225;94,471;-5,592
"regular";1,048;-1,992;0,077
"particular";8,994;-2,341;-3,469
"ocorrencia";17,062;-11,502;-1,556
"juntar";-1,748;-18,83;35,62
"indeferir";-34,301;1,719;28,719
"decorrencia";-2,804;-0,29;6,099
"convocacao";-0,328;-5,928;9,953
"consumidor";50,35;-13,186;-19,322
"vinculante";-26,945;7,818;9,439
"tutela_provisoria";-1,199;-2,212;7,731
"turma";-42,731;6,21;24,26
"partido_socialista_brasileiro";-12,31;-4,928;39,637
"colocar";40,323;-8,389;-18,459
"suplementar";26,704;-17,001;-2,833
"secovid";40,245;-14,972;-10,828
"rede";67,431;-16,373;-27,533
"mesa_diretora";-59,903;-21,505;185,543
"indicado";-0,64;0,011;0,657
"imposto";27,992;-7,804;-10,172
"declaratorio";-67,968;9,805;38,737
"contido";-4,907;-0,728;11,641
"campanha";65,184;-27,308;-15,042
"rede_sustentabilidade";-0,001;-15,488;16,537
"medir";39,858;-13,433;-12,008
"ensejar";-16,013;2,68;8,413
"superior_tribunal_de_justica";-37,444;-1,894;70,87
"substancial";-26,245;-19,932;109,169
"revisao";-6,906;5,312;0,413
"requisicao";61,013;-22,041;-16,997
"recomendacao";71,603;-29,638;-16,799
"promocao";55,838;-21,505;-14,396
"principal";13,824;-3,209;-5,845
"legislador";-5,073;14,288;-1,695
"familia";65,521;-26,151;-16,138
"definitivo";-4,126;-2,192;14,787
"contemplar";10,042;-0,953;-6,894
"conformidade";-6,621;-10,855;40,045
"bolsonaro";49,368;-15,385;-16,138
"aptidao";-59,92;156,02;-15,69
"prejudicialidade";-49,677;-5,401;109,306
"inadequacao";-33,705;9,907;11,664
"grau";-0,521;-0,208;1,677
"gerar";35,318;-17,366;-6,379
"franco";70,968;-22,806;-22,486
"direitos_fundamentais";43,037;-16,015;-11,575
"crise";40,122;-6,196;-22,056
"crfb";-0,51;-5,326;10,156
"apoiar";37,897;-18,443;-6,964
"alto";35,864;-22,423;-3,979
"abastecimento";64,062;-24,338;-16,799
"qualidade";1,577;-16,961;7,786
"psb";-7,667;-8,164;37,248
"luz";6,29;-8,354;0,009
"limitacao";30,416;-17,701;-3,979
"indice";22,692;-1,225;-18,641
"deferimento";5,264;-16,637;2,436
"casa";-0,002;-13,888;14,999
"aspecto";2,9;0,011;-4,223
"vigente";0,009;-0,275;0,183
"versar";-15,24;-2,603;37,524
"silva";0,514;-10,741;6,469
"semelhante";-19,026;22,76;0,009
"implementacao";57,114;-16,274;-20,346
"grande";51,359;-18,815;-14,074
"gestao";60,449;-24,338;-14,718
"direito_constitucional";-5,959;0,79;3,543
"complexo";-9,254;4,54;1,677
"verificacao";0,266;-1,219;0,295
"pronunciamento";-16,418;14,783;0,478
"procedente";-14,603;-13,026;65,288
"mudanca";1,876;-25,379;12,987
"incidir";-14,603;14,783;0,183
"importante";5,264;0,701;-12,152
"duvidar";-0,24;3,505;-1,852
"candidatura";-49,474;-22,423;166,768
"agte";-4,403;-1,915;14,614
"agricultura";53,639;-23,189;-11,841
"zona";66,412;-18,862;-23,729
"superar";-4,075;14,288;-2,463
"recepcao";-35,046;1,577;30,12
"realidade";1,565;2,061;-8,447
"qo";-61,916;155,833;-14,493
"public";-48,458;69,444;-0,343
"propor";-4,655;0,987;2,102
"ministerio_publico";-1,826;-15,549;31,305
"jurisprudencial";-41,687;2,877;31,927
"investigar";0,254;-16,235;12,672
"estudante";63,559;-24,226;-16,6
"depender";6,479;-1,867;-2,284
"creditar";62,998;-20,132;-20,076
"consistente";-16,982;55,153;-8,447
"assinalar";0,192;1,835;-3,581
"acrescentar";1,286;-0,512;-0,318
"vice";-32,053;-20,132;122,938
"viabilizar";0,007;3,829;-4,427
"rescisorio";-64,583;78,513;0,011
"proteger";27,861;-15,549;-3,979
"potencial";10,973;-1,894;-5,662
"posterior";1,03;-18,485;10,576
"operacionalizacao";78,763;-26,544;-23,729
"mundial";78,763;-26,544;-23,729
"listar";1,583;-26,157;14,515
"implementar";72,108;-23,189;-22,83
"fundo";14,121;-13,186;-0,33
"formal";-13,35;16,325;0,001
"definicao";13,848;-7,17;-2,284
"consideracao";2,952;-0,825;-1,07
"claro";4,841;-2,455;-0,829
"transcrever";-3,696;-10,254;30,12
"sentenca";-16,216;-2,076;37,078
"rito";-20,332;-18,072;90,751
"referendo";0,784;-18,227;11,353
"propriedade";21,797;-0,59;-20,764
"manutencao";22,199;-15,188;-1,941
"jurisdicao_constitucional";-37,047;76,227;-3,979
"instancia";-19,618;10,15;3,241
"ilegitimidade";-27,326;2,264;19,712
"baixo";72,238;-25,771;-20,42
"aquisicao";71,092;-25,384;-20,076
"apreciado";-53,742;45,736;2,102
"vacinar";74,176;-24,998;-22,347
"perigo";49,257;-12,837;-18,981
"indigena";68,802;-21,912;-22,002
"explicitar";-0,163;5,73;-3,979
"estrategico";59,887;-14,827;-24,074
"devido_processo_legal";0,804;-11,326;5,896
"anotar";-6,427;5,73;0,198
"sc";-29,091;20,765;2,24
"referendar";7,863;-24,608;3,543
"razoavel";0,426;-3,67;1,488
"mundo";66,412;-21,277;-21,108
"mulher";41,656;-18,988;-8,5
"modalidade";3,957;2,813;-15,992
"merecer";-8,515;-5,298;32,533
"humano";68,126;-25,771;-17,959
"cid";6,819;-2,298;-2,054
"autonomo";-4,842;26,973;-7,911
"viavel";-29,895;87,689;-11,248
"terra";19,582;-0,246;-20,764
"resultado";13,648;-4,521;-4,189
"recorrente";-14,688;-3,075;38,29
"protocolo";73,383;-23,452;-23,383
"pressupor";-28,291;62,809;-4,189
"prescricao";-3,055;-4,671;17,806
"maio";0,161;-18,109;15,286
"jair";43,284;-14,587;-13,04
"interpretar";-21,082;2,783;12,561
"fundamentar";2,623;-0,089;-2,399
"enfrentar";8,151;-8,336;-0,093
"distinto";25,64;-6,83;-9,697
"diplomata";3,557;-0,308;-2,528
"denominar";1,6;4,156;-12,538
"britto";-51,051;138,791;-15,323
"atualizacao";43,818;-13,037;-14,989
"atingir";19,582;-14,108;-1,464
"assistencia";75,675;-26,93;-21,452
"agropecuario";54,617;-18,608;-16,26
"adequacao";-2,127;0,04;2,142
"tribunal_de_contas";6,189;-7,808;0
"total";28,186;-18,109;-2,922
"pretendido";-6,966;9,213;-0,009
"policia_federal";33,186;-15,002;-6,858
"parlamentar";-8,458;-7,099;36,784
"obstar";-31,758;41,535;-0,027
"luiz";-1,817;-8,092;19,923
"justificativo";66,984;-25,384;-17,619
"ingresso";-9,59;-13,037;52,591
"goias";0,32;-13,09;9,403
"fisico";52,886;-13,75;-20,42
"esgotamento";-16,306;49,714;-6,84
"desprover";-39,605;50,556;-0,009
"decorrer";0,081;-5,75;4,565
"cronograma";61,861;-24,998;-14,989
"consolidado";-18,874;7,638;4,565
"consignar";0,278;0,002;-0,426
"comando";11,194;-9,991;-0,343
"ajuizar";-25,758;0,349;27,085
"tacito";49,377;-20,513;-11,526
"recorrer";-32,053;0,227;35,912
"pecar";-0,682;-11,796;19,995
"participar";1,296;-17,358;8,843
"oportunidade";0,418;-5,475;2,763
"limitar";9,612;-9,991;-0,093
"deter";-24,98;13,549;3,775
"desenvolver";50,478;-18,485;-13,839
"descrever";0;-9,007;9,425
"criacao";30,852;-20,513;-2,922
"apresentacao";62,998;-25,384;-15,323
"universitario";40,578;-14,023;-11,891
"tocante";0,795;-0,487;-0,093
"situar";6,138;0,004;-8,428
"sanches";-59,25;168,629;-20,42
"retorno";56,874;-24,612;-12,538
"procedibilidade";-59,25;161,596;-17,959
"problema";7,836;0,056;-11,891
"privativo";12,897;-2,307;-6,514
"poder_legislativo";-1,734;-1,55;7,761
"pecuaria";53,151;-24,612;-10,585
"pais";66,513;-23,839;-18,7
"obstante";-0,337;0,45;-0,001
"nulidade";-2,909;-15,487;35,912
"mauro";-3,522;-1,532;11,69
"lugar";8,477;-5,675;-0,788
"intimar";-7,574;-21,912;63,303
"inexistir";-14,22;17,878;-0,001
"galvao";-54,809;148,448;-16,26
"funcionamento";23,771;-3,778;-12,862
"contribuicao";27,221;-9,661;-7,741
"aludir";-1,734;-11,796;25,336
"acarretar";-1,148;-0,944;4,946
"sydney";-58,362;158,965;-17,619
"recomendar";61,861;-17,358;-22,347
"preventivo";-1,293;14,637;-6,895
"preencher";-16,755;6,258;4,486
"obice";-26,698;18,804;2,142
"neutralizar";-57,473;163,36;-19,732
"inviabilidade";-41,001;76,527;-2,722
"instaurar";-14,777;3,787;5,776
"extraordinario";-1,643;9,498;-2,877
"divulg";-49,283;71,878;-0,444
"criminal";15,326;-19,605;0,004
"seguro";59,588;-18,988;-19,044
"proporcionalidade";14,944;-2,632;-7,618
"medico";48,748;-19,209;-12,207
"iniciativa";13,474;-8,683;-1,386
"incluido";20,547;-12,153;-2,594
"extrair";-11,195;13,053;0,015
"erro";-5,062;-3,539;20,314
"enfatizar";-0,366;4,945;-2,528
"criticar";0,254;15,485;-21,311
"cobranca";36,291;-5,614;-19,931
"chegar";-2,042;1,39;0,181
"beneficio";58,452;-23,839;-13,99
"vigilancia";70,738;-23,839;-21,311
"pet";-25,626;-0,009;34,709
"partido_democratico_trabalhista";-14,73;-9,568;57,295
"opinar";-25,117;-9,007;77,767
"operacao";37,443;-20,366;-5,629
"natural";20,117;-15,861;-1,095
"narrar";12,422;-7,405;-1,541
"mapa";46,448;-19,605;-10,607
"interposicao";-56,585;18,304;17,806
"insumo";59,588;-18,988;-19,044
"ilmar";-53,034;157,366;-20,621
"divulgacao";53,914;-19,605;-14,905
"deduzir";-20,336;8,285;4,874
"contraditorio";2,711;-7,099;0,723
"consistir";-0,068;1,19;-0,673
"buscar";-0,143;1,008;-0,358
"basico";16,214;-0,58;-14,656
"aumento";43,893;-23,839;-6,617
"ampliar";-3,055;18,304;-5,718
"vedar";-0,016;-7,099;8,285
"suspensivo";-46,633;-9,749;121,515
"sancao";6,473;-16,235;1,498
"representante";51,648;-18,836;-14,228
"ref";-7,167;19,304;-2,09
"querer";14,052;-7,438;-2,226
"preso";36,336;-20,758;-4,945
"presidencial";-0,654;0,076;0,413
"posicao";7,836;-1,404;-3,953
"pa";-51,098;148,448;-18,7
"originar";-13,343;9,021;1,207
"mg";-22,77;0,796;20,675
"inclusao";31,415;-18,608;-3,953
"fiscal";28,386;-9,079;-9,038
"extinto";-29,58;-0,166;44,147
"escola";55,577;-21,523;-14,228
"disciplinar";-0,837;-13,659;23,439
"disciplina";0,016;-0,166;0,074
"consequente";-19,595;2,46;11,956
"compreensao";-11,038;20,286;-0,673
"cidade";28,828;-8,879;-9,535
"anual";25,957;-16,235;-2,877
"abono";43,664;-16,127;-11,85
"santo";4,04;-5,893;0,037
"retrocesso";33,303;-11,622;-9,653
"presencial";46,232;-20,758;-9,653
"positivo";-29,895;62,704;-3,496
"periculum_in_mora";0,062;-18,608;17,172
"indevido";0,254;-6,797;4,409
"governamental";31,415;-10,086;-9,963
"eficiencia";47,562;-17,467;-12,995
"conter";5,099;0,166;-9,024
"camar";-0,061;-16,918;20,289
"ab";-8,808;-0,295;15,647
"separacao_dos_poderes";1,621;-0,217;-0,959
"reeleicao";-21,341;-18,836;94,951
"receita";61,936;-19,605;-19,931
"proceder";0,01;-2,419;2,2
"prisao";-7,89;-18,069;57,449
"postular";-18,126;0,367;18,085
"pis";45,334;-16,708;-12,335
"origem";2,377;-7,094;0,939
"irregularidade";0,115;-7,762;6,112
"inviabilizar";-18,126;24,076;-0,027
"cuidar";8,657;-13,659;0,181
"condenacao";-21,994;-17,847;94,208
"calcular";44,222;-9,88;-19,241
"atualizar";61,936;-19,605;-19,931
"assembleia_legislativa";-30,704;-20,752;121,448
"am";-1,346;-0,983;5,504
"preservar";6,602;0,013;-9,345
"partidos_politicos";-19,63;-1,09;37,753
"outubro";-0,309;-11,419;16,858
"impacto";57,856;-19,605;-17,326
"encaminhar";19;-14,815;-1,079
"diplomatico";39,788;-10,42;-15,269
"confirmacao";-2,16;3,776;-0,098
"tratado";25,402;-6,476;-9,971
"servir";-0,691;16,807;-10,607
"previdencia";29,949;-12,521;-6,93
"pertinente";-0,47;0,236;0,082
"passo";0,01;-5,905;5,67
"pags";12,235;-12,933;-0,098
"jornada";24,946;-9,712;-6,344
"inserir";7,363;-7,407;-0,098
"ilicito";-0,745;-14;23,322
"estado_democratico_de_direito";0,778;-2,011;0,199
"confirmar";12,078;-11,133;-0,306
"cobertura";55,577;-21,523;-14,228
"bastar";-21,223;74,805;-12,995
"visita";23,592;-16,512;-1,93
"salientar";0,05;0;-0,057
"referenciar";-0,51;2,396;-0,595
"redator";-30,091;25,38;1,228
"presidencia";-24,696;-14,371;91,798
"planejamento";56,716;-21,909;-14,566
"modificacao";-0,092;-14,743;18,402
"manejo";-15,963;34,385;-2,09
"instrucao";2,442;-11,133;2,677
"guarulhos";3,083;-12,93;2,827
"fixacao";-0,322;0,326;0,004
"epidemiologico";66,156;-22,295;-19,931
"dirigir";-11,382;23,142;-1,158
"desprovimento";-46,667;70,054;-0,595
"contratacao";27,167;-13,629;-4,74
"cientifico";60,793;-19,221;-19,586
"central";38,454;-21,909;-5,263
"afastamento";-4,621;-17,087;44,953
"xiv";-1,552;-21,909;38,834
"vara";-4,973;-10,324;34,242
"tributar";18,654;-3,169;-9,717
"recebimento";22,469;-12,89;-3,031
"passivel";-15,254;20,376;-0,026
"liberdade_de_expressao";13,678;-6,476;-2,63
"jornalista";22,191;-16,534;-1,485
"inss";22,935;-5,547;-9,393
"formacao";2,408;-3,788;0,049
"evidente";0,122;-4,045;2,77
"ementado";-4,177;-2,011;14,408
"divulgar";60,793;-21,909;-16,983
"diario";12,078;-11,133;-0,306
"demandar";1,317;5,943;-14,566
"copa";43,378;-12,521;-15,269
"confederacao";-0,107;-9,88;12,964
"cheque";51,651;-16,151;-16,827
"assentimento";35,265;-14,437;-8,398
"tabela";38,535;-15,571;-9,338
"subsidiar";-11,258;45,138;-9,338
"rs";-13,087;25,903;-1,173
"residual";-40,46;9,376;17,128
"renda";54,712;-18,438;-16,483
"proibicao";2,48;-6,797;0,763
"predeterminado";0,775;1,297;-4,74
"inutilidade";-2,976;6,693;-0,464
"integral";8,372;-14;0,279
"inadmissibilidade";-25,766;25,645;0,375
"importancia";27,167;-6,171;-11,676
"idade";59,288;-19,98;-17,861
"habilitacao";33,186;-12,554;-8,748
"exterior";33,073;-14,815;-6,93
"direito_fundamental";18,448;-7,438;-4,484
"dignidade_da_pessoa_humana";32,05;-7,438;-13,553
"demonstracao";-13,802;44,989;-6,93
"assessorar";6,819;-2,298;-2,054
"apuracao";16,65;-10,42;-1,843
"agentes_publicos";49,384;-18,069;-13,553
"xiii";2,912;0,512;-7,226
"traduzir";0,372;3,038;-6,186
"sr";6,421;-17,685;2,006
"restringir";14,888;-2,491;-7,824
"recente";0,773;-3,045;0,616
"prioridade";52,161;-20,366;-13,216
"pr";-18,505;0,174;20,217
"permanente";49,384;-18,069;-13,553
"mec";45,993;-14,437;-14,926
"initio";-2,641;0,048;2,677
"individuo";15,31;-8,851;-2,031
"identico";-34,671;51,518;-0,394
"extrato";-14,533;-0,159;22,789
"excluir";1,663;-5,869;1,021
"estrito";7,704;-7,762;-0,101
"emprego";7,053;-7,438;-0,058
"emenda";-6,226;-6,48;29,92
"disponibilizar";50,516;-21,138;-11,676
"convencao";45,339;-12,93;-16,138
"amparo";-1,653;14,872;-6,186
"universal";7,053;-5,869;-0,306
"tributario";11,47;-2,313;-5,364
"titulo";8,1;-6,48;-0,416
"temporario";0,028;-4,694;4,128
"salarial";29,158;-13,817;-5,598
"reduzir";40,894;-10,776;-15,611
"publicidade";37,443;-12,89;-11,02
"provocar";0,003;-0,265;0,22
"prosseguimento";-24,131;-7,116;69,929
"processamento";-15,224;2,367;8,337
"participante";61,576;-20,752;-18,551
"pacificar";-32,081;10,838;9,64
"ostentar";-19,787;18,326;0,487
"menstrual";39,668;-13,472;-11,85
"jose";10,628;-12,709;-0,005
"formulacao";2,442;0,39;-5,906
"emenda_constitucional";0,204;-1,48;0,535
"distribuir";-1,879;-12,153;26,503
"deliberacao";-0,388;-1,449;3,799
"comunidade";51,023;-17,301;-15,269
"casu";-21,699;8,405;5,554
"acolher";-2,569;-10,776;27,093
"vencer";-26,932;-10,324;85,376
"roberto";-30,794;42,479;-0,114
"pfizer";60,432;-20,366;-18,206
"ocasiao";-1,566;-9,712;21,455
"medicamento";47,611;-16,151;-14,242
"longo";34,144;-12,89;-9,024
"fundado";3,93;-0,043;-4,23
"filho";3,083;-12,93;2,827
"exclusivo";12,416;-6,797;-1,843
"democracia";13,612;-10,065;-0,935
"corresponder";11,617;-0,957;-8,398
"copiar";-2,513;-0,174;5,029
"combater";11,298;-5,57;-2,031
"abranger";2,48;-12,521;3,348
"veiculo";23,938;-9,36;-6,054
"suspenso";0,001;-19,595;20,289
"rumo";9,093;-3,065;-2,74
"reserva";3,083;-0,968;-1,001
"pt";0,085;-10,688;9,133
"inadmissivel";-42,241;78,868;-2,81
"ilegal";-20,706;29,872;-0,161
"eletivo";-42,392;-18,438;140,712
"dimensao";-0,426;17,838;-12,879
"contradicao";-31,829;-9,009;91,016
"conflito";1,68;-0,015;-1,843
"br";51,651;-16,151;-16,827
"bojo";-9,975;-2,808;28,473
"barroso";-19,756;68,617;-11,664
"amplitude";-4,181;23,469;-6,93
"amazona";40,356;-17,668;-8,748
"al";-19,313;-0,681;34,559
"transporte";27,745;-8,521;-9,203
"teori_zavascki";-43,278;94,733;-6,054
"solidariedade";-19,313;-9,198;66,336
"resposta";6,579;-4,982;-0,416
"resolver";-3,736;11,634;-1,661
"pertencer";-14,533;49,348;-8,107
"papel";12,781;-7,839;-1,485
"obrigatoriedade";23,938;-13,683;-3,254
"limitado";0,1;-0,001;-0,104
"imovel";33,186;-15,002;-6,858
"habitante";16,42;-4,409;-6,168
"difuso";-25,253;81,973;-12,543
"alves";-16,364;22,816;-0,074
"acordar";-31,22;-12,153;99,514
"absoluto";4,011;-6,48;0,103
"solucionar";-37,819;66,569;-1,784
"simples";-0,013;-0,071;0,165
"setor";46,475;-15,768;-13,9
"saraiva";-20,895;82,691;-16,827
"professor";4,758;-1,13;-1,977
"prioritario";46,475;-13,306;-16,483
"previdenciario";28,821;-11,053;-7,47
"pb";-31,829;14,318;6,627
"opcao";36,684;-10,324;-13,216
"oferecer";10,832;0,002;-14,584
"nunes_marques";-6,518;-0,087;10,4
"nomeacao";-13,057;-1,13;27,332
"generico";-6,572;11,135;-0,241
"esclarecer";18,654;-13,683;-1,316
"direcao";2,616;-0,059;-2,568
"diferente";23,938;-7,505;-7,778
"decidido";-10,489;0,002;13,372
"contrariedade";0,77;-0,033;-0,671
"ausente";-3,309;-0,071;5,554
"assunto";34,18;-9,712;-12,207
"transmissao";38,91;-9,009;-16,483
"questionamento";-21,956;15,321;1,812
"posse";-1,936;-0,159;4,01
"perder";-6,572;5,652;0,244
"osicao";-4,403;-1,915;14,614
"magno";-0,073;0,606;-0,241
"leitura";-8,125;21,308;-2,177
"jogo";9,306;-4,13;-1,977
"importar";1,045;-1,921;0,064
