"";"classe 1";"classe 2"
"ricana";1;0,345
"riamente";1;0,345
"rguição";0,001;1
"rf";0,001;1
"revolver";1;0,345
"revolucionar";1;0,345
"revogá";0,666;1
"revogadoras";1;0,345
"retrospecto";0,071;1
"retroação";1;0,345
"retributivo";1;0,345
"retrasar";1;0,345
"retoricamente";1;0,345
"retora";1;0,345
"retoque";1;0,345
"retalho";0,666;1
"restruturação";1;0,345
"restaurado";1;0,345
"ressentimento";1;0,345
"responsiveness";1;0,345
"responsaveis";1;0,345
"responsabilizações";0,666;1
"responsability";1;0,345
"respondente";1;0,345
"respiração";1;0,345
"respirar";1;0,345
"resoluto";1;0,345
"resolucao";1;0,345
"resignar";0,071;1
"requentar";1;0,345
"repisados";0,071;1
"renová";1;0,345
"renegado";1;0,345
"renascimento";1;0,345
"remodelar";0,666;1
"remetente";1;0,345
"rememorados";0,666;1
"remembramento";1;0,345
"remedy";1;0,345
"relógio";1;0,345
"relints";1;0,345
"relacao";1;0,345
"relac";0,071;1
"reinvestir";1;0,345
"reinterpretar";1;0,345
"reinstaurar";1;0,345
"reinseri";1;0,345
"regredimos";1;0,345
"regionalização";1;0,345
"regedor";0,071;1
"refugiar";1;0,345
"refugiado";1;0,345
"reflexamente";0,666;1
"refinamento";1;0,345
"referendá";0,666;1
"refeitório";1;0,345
"refazimento";1;0,345
"refah";1;0,345
"reexportação";1;0,345
"reentrância";1;0,345
"redobrar";1;0,345
"redesignação";1;0,345
"redentor";1;0,345
"recuar";1;0,345
"recrudescer";1;0,345
"recontratação";0,071;1
"recontagem";1;0,345
"reconhendo";1;0,345
"reconciliação";1;0,345
"recolocar";1;0,345
"reclamado";0,666;1
"rechaço";0,666;1
"rechace";1;0,345
"receoso";1;0,345
"recaída";1;0,345
"recarga";1;0,345
"recadastrou";1;0,345
"realizável";1;0,345
"realizac";1;0,345
"readequar";0,666;1
"readequada";1;0,345
"rdp";1;0,345
"rau";1;0,345
"ramificar";1;0,345
"ramadã";1;0,345
"rag";1;0,345
"radiografia";1;0,345
"quântico";1;0,345
"quintino";1;0,345
"quinquênio";1;0,345
"quinhão";1;0,345
"quimera";1;0,345
"quilombismo";1;0,345
"querosene";1;0,345
"quebrantaria";1;0,345
"quantificável";1;0,345
"quaestionis";0,071;1
"qu";1;0,345
"públ";1;0,345
"pô";1;0,345
"pântano";1;0,345
"pálpebra";1;0,345
"puta";1;0,345
"pupilo";1;0,345
"pulmão";1;0,345
"publicá";1;0,345
"publicizar";1;0,345
"psa";1;0,345
"pródigo";0,071;1
"prêt";1;0,345
"provisó";1;0,345
"proveem";1;0,345
"protecionismo";1;0,345
"proscrição";1;0,345
"proprium";1;0,345
"propositalmente";1;0,345
"propositadamente";1;0,345
"proporcao";1;0,345
"promovisa";1;0,345
"promovermos";1;0,345
"prometido";1;0,345
"proliferar";0,666;1
"projecto";1;0,345
"profissionalmente";1;0,345
"proficiente";1;0,345
"proctologia";0,666;1
"processá";1;0,345
"procedimentalistas";1;0,345
"procedendi";1;0,345
"probatione";1;0,345
"proatividade";1;0,345
"proativamente";1;0,345
"privá";1;0,345
"privadamente";1;0,345
"priorizado";1;0,345
"print";1;0,345
"primeva";0,666;1
"prevaricação";1;0,345
"pretensao";0,001;1
"prestante";1;0,345
"preferível";1;0,345
"preemptiva";1;0,345
"predispor";0,666;1
"predileção";1;0,345
"predecessor";0,071;1
"predador";1;0,345
"precondição";1;0,345
"precluso";0,666;1
"preclui";1;0,345
"precitada";0,666;1
"precipitar";1;0,345
"precifica";1;0,345
"precaver";1;0,345
"praticável";1;0,345
"praticá";1;0,345
"praticidade";1;0,345
"praticante";1;0,345
"ppgdir";1;0,345
"poético";1;0,345
"poá";0,001;1
"potere";1;0,345
"potente";1;0,345
"potencializo";0,666;1
"postergarem";1;0,345
"porvir";1;0,345
"portátil";1;0,345
"porteiro";1;0,345
"pormenorização";1;0,345
"poque";0,071;1
"pontieri";0,071;1
"ponderável";1;0,345
"políticolegislativa";1;0,345
"politicidade";1;0,345
"poliarquia";1;0,345
"poliana";1;0,345
"polaco";1;0,345
"poggere";1;0,345
"podre";1;0,345
"poda";0,666;1
"poa";1;0,345
"plementar";0,071;1
"plebiscitário";1;0,345
"plebiscitária";1;0,345
"plausivelmente";1;0,345
"plantonista";1;0,345
"planejador";1;0,345
"pje";0,666;1
"pitt";1;0,345
"pitoresco";1;0,345
"piotr";1;0,345
"piero";1;0,345
"pidcp";1;0,345
"pics";1;0,345
"pickwick";1;0,345
"piauense";1;0,345
"pianovski";1;0,345
"philippe";1;0,345
"pgfn";1;0,345
"petitae";1;0,345
"petar";1;0,345
"perú";1;0,345
"pertinentemente";1;0,345
"perpétuo";1;0,345
"perplexo";1;0,345
"permissível";1;0,345
"permissividade";1;0,345
"perfídia";1;0,345
"perfumaria";1;0,345
"perfectibiliza";1;0,345
"perfeccionismo";1;0,345
"percebimento";1;0,345
"penhor";1;0,345
"penca";1;0,345
"pedágio";1;0,345
"peduzzi";0,666;1
"pedagogo";1;0,345
"peculiarmente";1;0,345
"pecado";1;0,345
"pchs";1;0,345
"pcds";1;0,345
"pcdam";1;0,345
"paulínia";0,666;1
"patrulhar";1;0,345
"patrocinador";1;0,345
"patriotismo";1;0,345
"paternalismo";1;0,345
"passá";1;0,345
"passividade";1;0,345
"passivar";1;0,345
"partisi";1;0,345
"particularização";0,666;1
"particularista";1;0,345
"parlatório";1;0,345
"parlamentarismo";1;0,345
"parelha";0,666;1
"parcéis";1;0,345
"parasita";1;0,345
"parametrização";1;0,345
"parametrizado";1;0,345
"paralização";1;0,345
"paralisá";1;0,345
"pancadaria";1;0,345
"palimiu";1;0,345
"pae";1;0,345
"ovário";1;0,345
"overdose";1;0,345
"ossibilidade";1;0,345
"oscilante";1;0,345
"osa";0,001;1
"ormações";1;0,345
"orgulhar";1;0,345
"organoclorados";1;0,345
"organizá";1;0,345
"organizatória";1;0,345
"ordeiro";1;0,345
"oportunizado";0,071;1
"oponente";1;0,345
"operacionalizados";1;0,345
"operacionalizada";1;0,345
"operacionalidade";0,666;1
"onça";1;0,345
"onsiderando";1;0,345
"ons";1;0,345
"onhecendo";0,001;1
"oneração";1;0,345
"olvidam";1;0,345
"oligarquização";1;0,345
"ok";1;0,345
"ogu";1;0,345
"oficiarão";1;0,345
"odilon";0,666;1
"ode";1;0,345
"odacir";1;0,345
"ocupá";1;0,345
"obstruído";1;0,345
"obstetra";1;0,345
"obstaculize";1;0,345
"obstaculizam";1;0,345
"observacional";1;0,345
"obsequioso";1;0,345
"obesidade";1;0,345
"nças";1;0,345
"numeração";1;0,345
"nuestra";1;0,345
"ntidades";1;0,345
"ntação";1;0,345
"nta";1;0,345
"notoriedade";1;0,345
"nortearão";1;0,345
"normatizando";0,666;1
"normatizadora";0,666;1
"nordestino";1;0,345
"nominados";1;0,345
"nojiri";1;0,345
"nixon";1;0,345
"nivaldo";0,666;1
"nicolás";1;0,345
"neutralizá";1;0,345
"neutralizante";1;0,345
"netflix";1;0,345
"neozelandês";1;0,345
"neoplasia";1;0,345
"nelsinho";1;0,345
"negociável";1;0,345
"negacionistas";1;0,345
"neder";0,666;1
"necessario";0,666;1
"nazifascismo";1;0,345
"natura";1;0,345
"nato";1;0,345
"narajulia";0,001;1
"nancy";0,071;1
"nafta";1;0,345
"nado";1;0,345
"nacionalização";1;0,345
"nachteil";1;0,345
"méier";1;0,345
"myers";1;0,345
"multitemático";1;0,345
"multitemática";1;0,345
"multiagências";1;0,345
"mtp";0,001;1
"mpvs";1;0,345
"mpu";1;0,345
"mperj";1;0,345
"mpct";1;0,345
"moçambique";1;0,345
"mozart";1;0,345
"movimentado";1;0,345
"motriz";1;0,345
"mostra";1;0,345
"mosaico";0,666;1
"mor";0,001;1
"montepio";1;0,345
"montador";1;0,345
"monopolização";1;0,345
"molon";1;0,345
"moldá";1;0,345
"mnptc";1;0,345
"minimos";1;0,345
"minimalismo";1;0,345
"minerva";1;0,345
"minado";1;0,345
"militarismo";1;0,345
"milionário";1;0,345
"milho";1;0,345
"mihi";1;0,345
"migrante";1;0,345
"midiáticos";1;0,345
"microempresa";0,666;1
"miar";1;0,345
"mexiana";1;0,345
"metano";1;0,345
"metalurgia";0,666;1
"metafísica";1;0,345
"metabólico";1;0,345
"merkel";1;0,345
"merit";1;0,345
"mentor";0,001;1
"menstrual";1;0,345
"mens";1;0,345
"mendelsohn";1;0,345
"menaka";1;0,345
"melhorado";1;0,345
"melancolicamente";1;0,345
"megaprojetos";1;0,345
"megaoperação";1;0,345
"mediterrâneo";1;0,345
"medicinal";1;0,345
"mediatamente";1;0,345
"mediano";1;0,345
"mecanização";1;0,345
"mda";1;0,345
"mcti";1;0,345
"mcculloch";1;0,345
"mbora";1;0,345
"maçar";1;0,345
"mazurkiewicz";1;0,345
"maule";1;0,345
"matá";1;0,345
"massagista";1;0,345
"massagem";1;0,345
"marxista";1;0,345
"martens";1;0,345
"marechal";1;0,345
"marchionatti";1;0,345
"maquiar";1;0,345
"manero";1;0,345
"mancharão";1;0,345
"malferidos";0,071;1
"malfere";1;0,345
"malan";1;0,345
"magnaud";1;0,345
"magicamente";1;0,345
"madisoniana";1;0,345
"macrogestão";1;0,345
"mackaay";1;0,345
"machucar";1;0,345
"macdowell";1;0,345
"macarthismo";1;0,345
"lópez";1;0,345
"lêda";0,071;1
"léo";1;0,345
"lâmina";1;0,345
"lxvii";1;0,345
"lutero";1;0,345
"lupa";1;0,345
"loureiro";0,001;1
"louco";1;0,345
"lotc";1;0,345
"lorena";1;0,345
"logro";0,666;1
"lodf";0,071;1
"locupletamento";1;0,345
"localizá";1;0,345
"lobbies";1;0,345
"lobato";1;0,345
"litisconsorte";1;0,345
"litigam";1;0,345
"liquere";1;0,345
"lindeiras";1;0,345
"limitante";1;0,345
"licam";1;0,345
"libra";1;0,345
"liberatória";1;0,345
"lewandowiski";0,666;1
"leviatã";1;0,345
"leucipo";1;0,345
"letraslivres";1;0,345
"lesionar";1;0,345
"lesionam";0,071;1
"leonel";1;0,345
"leoncy";1;0,345
"leitor";1;0,345
"legislatoris";1;0,345
"legalismo";1;0,345
"lavènere";1;0,345
"lavoura";1;0,345
"laureado";1;0,345
"latere";1;0,345
"lassale";1;0,345
"lapa";1;0,345
"langeani";1;0,345
"lafer";0,666;1
"lacunoso";1;0,345
"krotoszynski";1;0,345
"kimmel";1;0,345
"kfw";1;0,345
"kennt";1;0,345
"kein";1;0,345
"kataoka";1;0,345
"jürgen";1;0,345
"juvenil";1;0,345
"justitia";1;0,345
"jusfundamentalidade";1;0,345
"jurisconsulto";1;0,345
"junção";1;0,345
"jungmann";0,666;1
"jungir";1;0,345
"jugo";1;0,345
"judicialiforme";1;0,345
"judicando";1;0,345
"judicais";1;0,345
"jucurutu";1;0,345
"josh";1;0,345
"jones";1;0,345
"jocy";1;0,345
"jesuíta";1;0,345
"jerusalém";1;0,345
"japonês";1;0,345
"janssen";1;0,345
"jacira";1;0,345
"iária";0,001;1
"izada";1;0,345
"iure";1;0,345
"iuravi";1;0,345
"iudicatu";1;0,345
"itano";0,666;1
"itanhangá";1;0,345
"itamaraty";1;0,345
"itamar";1;0,345
"ita";1;0,345
"issão";1;0,345
"island";1;0,345
"irã";1;0,345
"irrupção";1;0,345
"irrogadas";1;0,345
"irretocável";0,071;1
"irrepreensível";1;0,345
"irrenunciabilidade";1;0,345
"irremediavelmente";1;0,345
"irrefutabilidade";1;0,345
"irrecusavelmente";1;0,345
"irigoyen";0,666;1
"ipva";1;0,345
"ional";0,666;1
"iof";1;0,345
"inviabilizados";1;0,345
"inviabilizadores";1;0,345
"inviabilizadas";1;0,345
"invertido";0,071;1
"inverossímil";1;0,345
"inventividade";1;0,345
"intuição";1;0,345
"intransmissibilidade";1;0,345
"intragável";1;0,345
"intimidatória";1;0,345
"interêsse";1;0,345
"intersindical";1;0,345
"interpenetrar";0,071;1
"interligação";1;0,345
"interjornada";1;0,345
"intergestores";1;0,345
"interfederativo";1;0,345
"intercorrência";0,666;1
"interconexionam";1;0,345
"interceder";1;0,345
"intercambiável";1;0,345
"interagências";1;0,345
"integratória";1;0,345
"insustentabilidade";1;0,345
"insurgente";0,071;1
"insuflar";1;0,345
"instrumentalizado";1;0,345
"instruido";1;0,345
"instinto";1;0,345
"instaurac";0,001;1
"insindicável";1;0,345
"insigne";1;0,345
"inovadoramente";0,666;1
"inoponível";1;0,345
"inonimada";0,001;1
"inocuidade";1;0,345
"inobservada";0,666;1
"injunctions";1;0,345
"iniquidade";1;0,345
"inimputável";1;0,345
"iniludível";1;0,345
"inidôneos";0,001;1
"inibido";1;0,345
"ingá";1;0,345
"informático";1;0,345
"informatio";1;0,345
"inflamação";1;0,345
"inflamatório";1;0,345
"infindável";0,666;1
"inexpressivo";1;0,345
"inexorabilidade";1;0,345
"inexequíveis";1;0,345
"inexecutar";1;0,345
"inespecífico";1;0,345
"inescapável";1;0,345
"inescapavelmente";1;0,345
"induvidosamente";1;0,345
"induvidosa";0,666;1
"indisfarçável";1;0,345
"indigitado";0,001;1
"indelegável";1;0,345
"indelegáveis";1;0,345
"incriminar";1;0,345
"incremental";1;0,345
"incorretamente";1;0,345
"incontestavelmente";0,666;1
"inconstitucionalização";0,666;1
"incindibilidade";1;0,345
"incentivá";1;0,345
"incentivador";1;0,345
"incendiar";1;0,345
"incapacitar";1;0,345
"incansável";1;0,345
"inativação";1;0,345
"inatingível";1;0,345
"inatacável";1;0,345
"inarredáveis";1;0,345
"inalcançável";1;0,345
"inalatória";1;0,345
"inafiançabilidade";1;0,345
"inafastavelmente";1;0,345
"inadmitiu";0,001;1
"inadimplidas";1;0,345
"inabilitá";1;0,345
"imunobiológicos";1;0,345
"imunize";1;0,345
"impulsionador";1;0,345
"impugnabilidade";1;0,345
"imprudente";1;0,345
"improdutivo";1;0,345
"imponível";1;0,345
"impoe";0,071;1
"implicado";1;0,345
"impetus";1;0,345
"imperialismo";1;0,345
"impenetrável";1;0,345
"imorredouro";1;0,345
"imodificável";1;0,345
"imoderado";1;0,345
"imobilismos";1;0,345
"immunobridging";1;0,345
"imergir";0,666;1
"ilusório";1;0,345
"iliceidade";1;0,345
"iliberais";1;0,345
"ilibar";1;0,345
"iletrado";1;0,345
"ierecê";1;0,345
"ideologicamente";1;0,345
"idecon";0,666;1
"idealizador";1;0,345
"icos";1;0,345
"ico";0,666;1
"ibilidade";0,666;1
"iberação";1;0,345
"ib";1;0,345
"iação";1;0,345
"iapep";1;0,345
"ialmente";0,001;1
"húngaro";1;0,345
"humanizar";1;0,345
"hostilizem";1;0,345
"horácio";0,666;1
"horizontalmente";1;0,345
"horizontalidade";1;0,345
"honorífico";1;0,345
"honestamente";1;0,345
"homoafetivos";1;0,345
"homenageio";1;0,345
"holandês";1;0,345
"hirata";1;0,345
"hipocrisia";1;0,345
"hipertrofiar";1;0,345
"hipertrofia";1;0,345
"hipertensão";1;0,345
"hill";1;0,345
"hidromineral";0,001;1
"hidratação";1;0,345
"heterossexualidade";1;0,345
"heteronormativo";1;0,345
"hesitação";0,666;1
"hereditário";1;0,345
"hercúleo";1;0,345
"hegel";1;0,345
"hcs";1;0,345
"harmonizá";1;0,345
"harmoniosamente";1;0,345
"habilitadora";1;0,345
"gv";1;0,345
"gustav";0,666;1
"guruswamy";1;0,345
"guidon";1;0,345
"guichê";1;0,345
"guerrilheiro";1;0,345
"gruta";1;0,345
"grupamento";1;0,345
"grotesco";1;0,345
"grossi";1;0,345
"grita";1;0,345
"grimes";1;0,345
"grillo";1;0,345
"gratificar";1;0,345
"grandioso";1;0,345
"gragoatá";1;0,345
"gpgj";1;0,345
"governativo";1;0,345
"gouveia";1;0,345
"gota";1;0,345
"gorar";1;0,345
"golfão";1;0,345
"goes";1;0,345
"gnam";0,001;1
"glosou";0,666;1
"glicogênio";1;0,345
"giudiziario";1;0,345
"ginástica";1;0,345
"ginecológico";1;0,345
"gimenez";1;0,345
"gestou";1;0,345
"gestada";1;0,345
"germinar";1;0,345
"gerenciá";1;0,345
"geracional";1;0,345
"georgina";1;0,345
"genitália";1;0,345
"genial";1;0,345
"generalizar";1;0,345
"generalista";1;0,345
"genealogia";1;0,345
"gee";1;0,345
"gedisa";1;0,345
"gebot";1;0,345
"garrotear";1;0,345
"garga";0,666;1
"garantístico";1;0,345
"galotti";0,001;1
"galileu";1;0,345
"gales";1;0,345
"futebolístico";1;0,345
"furanos";1;0,345
"funset";0,666;1
"fundamentarei";0,666;1
"fuerza";0,666;1
"ftip";1;0,345
"fruticultor";1;0,345
"frustraria";1;0,345
"freyre";1;0,345
"fratura";1;0,345
"franquearem";1;0,345
"franqueamento";1;0,345
"fragilizaria";0,666;1
"founding";1;0,345
"fosso";1;0,345
"formulá";1;0,345
"foreword";1;0,345
"foragido";0,666;1
"fonoaudiólogo";1;0,345
"fogueteiro";1;0,345
"focinho";1;0,345
"fiscalizá";1;0,345
"fiscalizac";1;0,345
"finsocial";1;0,345
"fincher";1;0,345
"finado";1;0,345
"filmagem";1;0,345
"filiei";1;0,345
"figuração";1;0,345
"fifth";1;0,345
"fictício";1;0,345
"fetividade";1;0,345
"festejar";1;0,345
"ferrenho";1;0,345
"feminicidas";0,666;1
"felisberto";0,666;1
"felicitar";0,071;1
"feldens";1;0,345
"fef";1;0,345
"fecho";0,666;1
"fbsp";1;0,345
"faticamente";0,666;1
"fathers";1;0,345
"fatalidade";1;0,345
"farmacológico";1;0,345
"farid";0,001;1
"fallet";1;0,345
"falido";1;0,345
"facínora";1;0,345
"facultatividade";1;0,345
"facultativamente";1;0,345
"facetime";1;0,345
"ezequiel";1;0,345
"exuberância";1;0,345
"extremar";1;0,345
"extraviar";1;0,345
"extrapolicial";0,071;1
"extrapatrimoniais";0,666;1
"extrajurídico";1;0,345
"extradicional";0,666;1
"extenuando";1;0,345
"expungir";0,071;1
"expressivamente";1;0,345
"expressao";1;0,345
"exponenciar";1;0,345
"experto";1;0,345
"expert";1;0,345
"experimento";1;0,345
"exorbitaram";0,071;1
"exitosos";1;0,345
"exilar";1;0,345
"exequibilidade";1;0,345
"exequenda";0,666;1
"executividade";1;0,345
"excepcionado";1;0,345
"excentricidade";1;0,345
"examinarão";1;0,345
"exacerbadamente";1;0,345
"evq";1;0,345
"evitação";0,666;1
"evastações";1;0,345
"evandro";1;0,345
"euro";1;0,345
"euforia";1;0,345
"eto";0,071;1
"etnográfico";1;0,345
"esvaziará";1;0,345
"esultados";1;0,345
"estuprem";1;0,345
"estreitado";1;0,345
"estranheza";1;0,345
"estranhar";1;0,345
"estranhamento";1;0,345
"estipulei";1;0,345
"estipuladoras";0,071;1
"estigmatizar";1;0,345
"estendê";0,666;1
"estamentos";1;0,345
"estadomembro";0,666;1
"estada";1;0,345
"estacional";1;0,345
"estabelecê";1;0,345
"esquemático";1;0,345
"esquartejamento";1;0,345
"esquadro";1;0,345
"espraiado";1;0,345
"esporádico";1;0,345
"espezinhar";1;0,345
"esperto";1;0,345
"espeleotemas";1;0,345
"especulativo";1;0,345
"esmatamento";1;0,345
"eslováquia";1;0,345
"esculpir";1;0,345
"escrutináveis";1;0,345
"escravagista";1;0,345
"escorar";1;0,345
"escoar";1;0,345
"escaninho";1;0,345
"escalar";1;0,345
"escada";1;0,345
"esboroar";1;0,345
"erá";1;0,345
"erificado";0,001;1
"ergir";1;0,345
"eração";1;0,345
"equipado";1;0,345
"equidistância";1;0,345
"epstein";1;0,345
"epidemiologista";1;0,345
"epa";1;0,345
"enxugamento";1;0,345
"envolto";1;0,345
"entusiasmado";1;0,345
"entronizar";1;0,345
"entressafra";1;0,345
"entrelaçado";0,071;1
"entregá";1;0,345
"entos";0,666;1
"entoar";1;0,345
"entemente";1;0,345
"entao";1;0,345
"entabulados";0,666;1
"enseje";1;0,345
"ensejarão";1;0,345
"ensejadores";0,666;1
"ensejada";0,666;1
"ensaiar";1;0,345
"enquadrável";0,666;1
"enquadrei";1;0,345
"enganoso";0,071;1
"enfraquecido";1;0,345
"endógeno";1;0,345
"endonça";0,071;1
"encômio";1;0,345
"encobertar";1;0,345
"encher";1;0,345
"encerrá";1;0,345
"encenação";1;0,345
"encarnar";1;0,345
"encantado";1;0,345
"encampam";0,666;1
"emprêsas";1;0,345
"emprêsa";1;0,345
"empresariado";1;0,345
"emotivo";0,071;1
"emoldurar";1;0,345
"emocionante";0,071;1
"emocionado";0,666;1
"emma";1;0,345
"emitente";0,666;1
"ementadas";0,071;1
"embrulho";0,071;1
"embraer";0,666;1
"embocadura";1;0,345
"emblema";0,666;1
"embalar";1;0,345
"embaixo";1;0,345
"embaixada";1;0,345
"email";1;0,345
"elizabeth";0,666;1
"elie";1;0,345
"elididas";0,666;1
"elastério";1;0,345
"ejan";1;0,345
"einheit";1;0,345
"ehs";1;0,345
"ego";1;0,345
"egislatura";1;0,345
"efusivo";1;0,345
"efluente";1;0,345
"eficientemente";1;0,345
"eficacia";0,071;1
"edoc3";1;0,345
"edmir";1;0,345
"edilício";1;0,345
"ederais";1;0,345
"ecologização";1;0,345
"eclodir";1;0,345
"ecimento";0,071;1
"dúzia";1;0,345
"dvs";1;0,345
"duzir";1;0,345
"duodecimais";1;0,345
"dunn";1;0,345
"dudh";1;0,345
"ds";1;0,345
"drug";1;0,345
"dropbox";1;0,345
"drittwirkung";0,666;1
"dpf";1;0,345
"dpe";0,001;1
"downstream";1;0,345
"doutrinação";1;0,345
"dorochê";1;0,345
"donizete";0,666;1
"domesticação";1;0,345
"dogolachan";1;0,345
"doentio";1;0,345
"diâmetro";1;0,345
"dizê";1;0,345
"divino";1;0,345
"dissolvido";1;0,345
"dissimular";1;0,345
"dissenting";1;0,345
"disseminado";1;0,345
"discriminarão";1;0,345
"discrepassem";1;0,345
"discrecionalidad";1;0,345
"discordante";1;0,345
"discipliná";1;0,345
"disciplinassem";1;0,345
"dirley";0,666;1
"directo";1;0,345
"diplomacia";1;0,345
"dioxina";1;0,345
"dinamicidade";1;0,345
"dimitri";1;0,345
"diluir";1;0,345
"digulgar";1;0,345
"dieta";1;0,345
"dialogicamente";1;0,345
"diabetes";1;0,345
"dgs";1;0,345
"dfterritório";1;0,345
"dfda";1;0,345
"devolutivo";1;0,345
"detrae";1;0,345
"determinável";1;0,345
"determinismo";1;0,345
"detergente";1;0,345
"detentas";1;0,345
"detalhá";1;0,345
"desídia";1;0,345
"desvirtuá";1;0,345
"destratar";1;0,345
"destinarão";1;0,345
"destempo";1;0,345
"despudor";1;0,345
"desprovê";0,001;1
"desprovia";0,001;1
"desproveu";0,071;1
"desproteger";1;0,345
"desprendido";1;0,345
"despor";1;0,345
"despojá";1;0,345
"despersonalizar";1;0,345
"desperdiçado";1;0,345
"despenalizadoras";0,666;1
"desova";1;0,345
"desonesto";1;0,345
"desonerou";1;0,345
"desobstruir";1;0,345
"desobrigam";1;0,345
"desmoralização";1;0,345
"desmond";1;0,345
"desmistificar";1;0,345
"desmesurado";1;0,345
"desmando";1;0,345
"deslegitimação";1;0,345
"deslealdade";1;0,345
"desinteligência";1;0,345
"desincumbido";0,666;1
"desincumbe";1;0,345
"desigualem";0,666;1
"desigualador";1;0,345
"desgovernança";1;0,345
"desfile";1;0,345
"desfigurá";0,666;1
"desfavorecer";1;0,345
"deserção";0,666;1
"deserdar";1;0,345
"desenvoltura";1;0,345
"desencorajar";1;0,345
"desembocar";1;0,345
"desdém";1;0,345
"descuido";0,666;1
"descontroladamente";1;0,345
"descontextualizada";1;0,345
"descontentamento";1;0,345
"desconhecê";1;0,345
"desconfigurado";1;0,345
"desconfiado";1;0,345
"desconectado";1;0,345
"descolar";1;0,345
"descarregar";1;0,345
"desbordou";1;0,345
"desbordando";1;0,345
"desbordamentos";1;0,345
"desatualizadas";0,071;1
"desapartado";1;0,345
"desajuste";1;0,345
"desagravar";1;0,345
"desagrado";1;0,345
"derrubá";1;0,345
"deportação";1;0,345
"densificados";1;0,345
"dengue";1;0,345
"denegatório";0,001;1
"denegado";0,071;1
"demarcará";1;0,345
"demagógico";1;0,345
"deltaico";1;0,345
"delmiro";1;0,345
"delinqüente";1;0,345
"delimitei";0,071;1
"deitado";1;0,345
"degravadas";0,666;1
"defiir";1;0,345
"deficiencia";0,071;1
"defeituoso";1;0,345
"deepweb";1;0,345
"decênio";1;0,345
"decisoes";0,666;1
"decex";1;0,345
"deboche";1;0,345
"deal";1;0,345
"dataprev";1;0,345
"danificação";1;0,345
"cúmulo";1;0,345
"cômodo";0,666;1
"cássio";1;0,345
"cvm";1;0,345
"cução";1;0,345
"custodiarem";1;0,345
"cuidador";1;0,345
"ctm";1;0,345
"ctai";1;0,345
"crível";0,666;1
"cromossômico";1;0,345
"criterios";1;0,345
"criminológica";1;0,345
"cpmis";1;0,345
"coíbam";1;0,345
"covardemente";1;0,345
"costumeiramente";1;0,345
"corôa";1;0,345
"corumbá";1;0,345
"corrosivo";1;0,345
"corrompido";1;0,345
"corroeriam";1;0,345
"correicional";1;0,345
"cornhill";1;0,345
"cordova";0,666;1
"cordialidade";1;0,345
"coprocessado";1;0,345
"copenhague";1;0,345
"convolavam";0,001;1
"conveniadas";1;0,345
"conveniada";1;0,345
"convalidando";1;0,345
"contraprova";1;0,345
"contraprestacional";1;0,345
"contraponham";0,666;1
"contrainteligência";1;0,345
"contragarantias";1;0,345
"contraente";1;0,345
"contradictio";0,666;1
"contracheque";1;0,345
"continuativo";1;0,345
