"";"classe 1";"classe 2"
"objetivação";0,197;1
"nélson";1;0,276
"né";1;0,276
"noventena";0,197;1
"notário";0,197;1
"notificado";1;0,276
"normatizados";1;0,276
"normatizadoras";1;0,276
"nominata";1;0,276
"nominar";1;0,276
"nodal";1;0,276
"nipo";1;0,276
"nevrálgico";0,92;1
"nevado";1;0,345
"neubauer";1;0,276
"neri";1;0,276
"nereu";1;0,276
"necrotomia";0,92;1
"ndígenas";0,92;1
"ndré";0,001;1
"ndicado";1;0,276
"nder";1;0,276
"naturalizado";1;0,276
"napoleão";0,013;1
"naconal";1;0,276
"módulo";1;0,276
"muybu";1;0,345
"mutilação";1;0,276
"mutilar";1;0,276
"musical";1;0,276
"multitudinários";1;0,276
"multissetorial";1;0,276
"mpdft";1;0,276
"mpanhava";0;1
"mourão";1;0,276
"monumento";1;0,276
"montebello";1;0,276
"monitorem";1;0,276
"modellverfahren";1;0,276
"mnd";1;0,276
"misse";1;0,276
"misoginia";1;0,276
"miscigenação";1;0,276
"minipúblicos";1;0,276
"mingua";0,92;1
"minerador";1;0,276
"milímetro";1;0,276
"milênio";1;0,276
"microinstitucionalidade";1;0,276
"microcâmeras";1;0,276
"metragem";1;0,276
"mesclar";1;0,276
"merecimento";1;0,276
"mercantilização";1;0,276
"mentiroso";1;0,276
"meningite";1;0,345
"meia";1;0,276
"meguerian";0;1
"maturar";1;0,276
"matupá";1;0,276
"matricial";1;0,276
"matogrossenses";0,92;1
"matador";0,92;1
"marte";1;0,345
"marrom";1;0,276
"marquês";1;0,276
"marmelstein";1;0,276
"marielle";1;0,276
"marianna";1;0,276
"mapbiomas";1;0,345
"mantença";0,92;1
"manietar";1;0,276
"manganês";1;0,276
"manchar";0,92;1
"manauense";1;0,276
"managerial";1;0,276
"mamoriá";1;0,276
"mama";1;0,345
"maliciosamente";1;0,276
"malferir";1;0,276
"maldito";1;0,276
"majorou";0,92;1
"maioridade";1;0,345
"macêdo";1;0,345
"maculam";1;0,276
"machtstaat";1;0,276
"límpido";1;0,276
"lésbico";1;0,276
"lund";1;0,276
"luix";0,001;1
"lucan";1;0,276
"ltados";1;0,276
"longevo";0,92;1
"litúrgico";1;0,276
"lituânia";1;0,345
"litro";1;0,276
"lisete";0;1
"lindo";0,666;1
"lii";1;0,276
"ligência";1;0,276
"liebman";1;0,276
"lica";0,071;1
"liberty";1;0,345
"liberto";1;0,276
"lgava";0;1
"lgamento";0,92;1
"leviano";1;0,276
"lessig";1;0,276
"lesionado";0,92;1
"leniente";1;0,276
"legível";1;0,276
"lawmaking";1;0,276
"lauria";1;0,276
"laurentino";1;0,276
"laudêmio";1;0,276
"laboradas";1;0,276
"kulturstaat";1;0,276
"kazuo";1;0,345
"karam";1;0,276
"justiciabilidade";1;0,276
"justeza";1;0,276
"juspodium";1;0,276
"jurujuba";1;0,276
"juridicas";0,197;1
"julgaríamos";0,013;1
"judiciosos";0;1
"judging";1;0,276
"jesuíno";1;0,276
"jeremy";1;0,276
"jargão";1;0,276
"jacaré";1;0,276
"ização";0,92;1
"ivan";1;0,276
"iterativamente";1;0,276
"istros";0;1
"irreversivelmente";1;0,276
"irrestritamente";1;0,276
"irregularmente";1;0,276
"irracionalidade";1;0,276
"irracional";1;0,276
"ipsis";1;0,276
"ionalmente";1;0,276
"ionais";1;0,276
"inércias";0,92;1
"investigacões";1;0,276
"inversamente";0,92;1
"invasiva";1;0,276
"invadido";1;0,276
"inutilizar";1;0,276
"intuir";0,92;1
"intrincado";1;0,276
"intrapartidária";1;0,276
"intervencao";1;0,276
"interpretazione";1;0,345
"interpretac";0,92;1
"internum";1;0,345
"interiorização";1;0,276
"interfederativos";1;0,276
"interdito";1;0,276
"intencionado";1;0,276
"integralidades";0,92;1
"integrador";1;0,276
"insígnia";1;0,276
"insuscetibilidade";1;0,276
"insultar";1;0,276
"insubstituível";1;0,276
"instrutórios";1;0,276
"instrutórias";1;0,276
"instrumentar";1;0,276
"instrumentalizar";0,92;1
"instituirão";1;0,276
"instintivo";1;0,276
"instaurá";1;0,276
"insinuação";1;0,276
"insensato";1;0,345
"inseguro";1;0,276
"inopinado";1;0,276
"inobstante";1;0,276
"injuriar";1;0,345
"inimaginável";1;0,276
"iniciado";1;0,276
"infantilizar";1;0,276
"infamante";1;0,276
"inexistencia";0,013;1
"inerme";1;0,276
"ineditismo";1;0,276
"indulgentia";1;0,345
"indonésio";1;0,345
"indelegabilidade";1;0,276
"indeclinabilidade";1;0,276
"incúria";1;0,276
"incurável";1;0,276
"incursionarem";1;0,276
"inconveniência";1;0,276
"incontrolável";1;0,276
"inconseqüente";1;0,276
"inconscientemente";1;0,276
"inconfessável";1;0,276
"incomunicabilidade";1;0,276
"inadmitia";0;1
"inacreditável";0,92;1
"imunogenicidade";1;0,276
"impunemente";1;0,276
"impune";1;0,276
"impugnavam";0;1
"impugnativos";0,92;1
"impossibilia";1;0,276
"imponderável";1;0,276
"impolíticos";1;0,276
"implied";1;0,345
"imperiosamente";0,92;1
"imperfeição";1;0,276
"impenhorável";1;0,276
"impar";1;0,276
"imotivadamente";1;0,276
"imediação";1;0,276
"imbrincadas";1;0,276
"ilógico";0,197;1
"ilo";1;0,345
"iliberal";1;0,276
"idpj";1;0,276
"idmjr";1;0,276
"ideário";1;0,276
"idealmente";1;0,276
"icv";1;0,276
"icnirp";1;0,276
"icn";1;0,345
"iamente";1;0,276
"iado";1;0,276
"hostilização";0,197;1
"horrorizado";1;0,276
"horror";1;0,276
"homologia";1;0,276
"hipotecário";1;0,276
"hiperhipossuficientes";1;0,276
"hillgruber";1;0,276
"hidroenergéticos";1;0,276
"hidrocarboneto";0,92;1
"heteronomamente";1;0,276
"hentig";1;0,345
"hemisfério";1;0,276
"heliponto";1;0,276
"heck";1;0,276
"haste";1;0,276
"hassan";1;0,276
"harris";1;0,345
"harmonicamente";1;0,276
"handlungsfreiheit";1;0,276
"hahnemann";0,013;1
"gulbenkian";1;0,276
"guiné";1;0,276
"guerrear";1;0,276
"guajá";1;0,276
"guaidó";1;0,276
"gritar";1;0,276
"gripal";1;0,276
"grinover";1;0,276
"grevista";0,92;1
"gregário";1;0,276
"grego";1;0,276
"grama";1;0,276
"graduar";1;0,276
"gradualidade";1;0,276
"gonzales";0,013;1
"gnds";1;0,276
"gmfs";1;0,276
"glorioso";1;0,276
"glmar";0;1
"giges";1;0,345
"giacomoni";1;0,276
"giacomolli";1;0,276
"gestión";1;0,276
"gestaram";1;0,276
"germânico";1;0,276
"georreferenciadas";1;0,276
"geométrico";1;0,276
"geometria";1;0,345
"geograficamente";1;0,276
"geo";1;0,276
"genética";1;0,276
"geleiro";1;0,276
"gel";1;0,276
"gaston";1;0,276
"garrafal";1;0,276
"galão";1;0,345
"galpão";1;0,276
"galgar";1;0,276
"fuselagem";1;0,276
"funeral";1;0,276
"fundacoes";0;1
"fulcrada";1;0,276
"fudamental";0,013;1
"fse";1;0,276
"fronteiriço";1;0,276
"frederick";1;0,276
"frankfurt";1;0,276
"franciulli";0;1
"fracassado";1;0,276
"fortuna";1;0,276
"fordismo";1;0,276
"ford";1;0,276
"food";1;0,276
"fontevecchia";1;0,276
"fmna";1;0,276
"florencio";1;0,345
"flertar";1;0,276
"fixá";1;0,276
"fixaríamos";1;0,276
"fits";1;0,276
"firmemente";1;0,276
"finitae";1;0,276
"fiação";1;0,276
"fiador";1;0,276
"feudal";1;0,276
"fetiva";1;0,276
"festividade";1;0,345
"fesa";0,92;1
"ferrugem";1;0,276
"fenomênico";1;0,276
"fenaprf";0;1
"federativamente";1;0,276
"feb";1;0,276
"fe";1;0,345
"fcc";0,92;1
"favero";0;1
"fatiar";0;1
"fast";1;0,345
"fartura";1;0,276
"fantasioso";1;0,276
"fantasia";1;0,276
"famigerado";1;0,276
"fama";1;0,276
"faltoso";1;0,276
"falante";1;0,276
"factum";1;0,276
"factualidade";1;0,276
"facada";1;0,276
"faber";0,071;1
"extraorçamentária";1;0,276
"extraconjugal";1;0,276
"exsurgindo";0,92;1
"expoente";0,92;1
"expedicionário";1;0,276
"excepcione";1;0,276
"exarei";1;0,276
"exacerbamento";1;0,276
"evotranspiração";1;0,276
"europe";1;0,276
"eternização";1;0,276
"eternizar";1;0,276
"eterminar";1;0,276
"etat";1;0,276
"estruturador";1;0,276
"estribar";0,197;1
"estresse";1;0,276
"estreme";0,92;1
"estreitamento";1;0,276
"estimulante";1;0,276
"estimação";1;0,276
"estigmatizantes";1;0,345
"estatuário";1;0,276
"estarrecedor";1;0,276
"estapafúrdio";1;0,276
"estadia";1;0,276
"esso";1;0,276
"esquina";1;0,276
"esquematizar";1;0,276
"espinhoso";0,92;1
"esperteza";1;0,276
"espelhado";1;0,276
"especificadamente";0,013;1
"espanto";1;0,276
"espancamento";1;0,276
"espalhado";1;0,276
"esmagador";1;0,345
"esgrimido";1;0,276
"escócia";1;0,345
"escusado";1;0,276
"escrutinador";1;0,276
"escrevente";1;0,276
"escravização";1;0,276
"escore";0,197;1
"escazú";1;0,276
"escandinavo";1;0,276
"escancarar";1;0,276
"erupção";1;0,276
"ernos";1;0,276
"erir";1;0,276
"erificada";1;0,276
"erar";1;0,276
"equivocidade";1;0,276
"equinor";1;0,276
"epping";1;0,276
"epoch";1;0,276
"entretenimento";1;0,276
"enraizamento";1;0,276
"engenhoso";1;0,276
"endemia";1;0,276
"enchente";1;0,276
"encanto";1;0,276
"encabeçar";1;0,276
"enalteço";1;0,276
"emérito";1;0,276
"empurra";1;0,276
"emption";1;0,276
"empreiteiro";1;0,345
"empreendedorismo";1;0,276
"emplacar";0,92;1
"embrenhar";1;0,276
"embaixador";1;0,276
"emancipar";1;0,276
"eluf";1;0,276
"elogiável";1;0,276
"elastecendo";1;0,276
"eiva";1;0,276
"einstein";1;0,276
"eex";1;0,276
"edivaldo";1;0,276
"edcl";0;1
"ectivos";1;0,276
"eclipsar";1;0,276
"ecendo";1;0,276
"ea";0,001;1
"dístico";1;0,276
"dérmico";1;0,345
"débil";1;0,276
"dução";1;0,276
"duna";1;0,276
"dualismo";1;0,276
"dseis";1;0,276
"drible";1;0,276
"driblar";1;0,276
"drfs";1;0,276
"drdh";1;0,276
"doutoramento";0,92;1
"dotá";0,013;1
"dosimetria";1;0,276
"dorothy";1;0,276
"dominial";1;0,276
"dominador";1;0,276
"dolosamente";1;0,276
"dod";1;0,276
"divórcio";1;0,276
"dissimulado";1;0,276
"dissidência";0,92;1
"dissentindo";0;1
"dissensão";0;1
"disposicoes";1;0,345
"disparate";1;0,276
"discreto";1;0,345
"dirpp";1;0,276
"diminutio";1;0,345
"diligentemente";1;0,276
"dilatado";1;0,276
"difamatório";1;0,276
"dies";1;0,345
"didatismo";0,013;1
"dialeto";1;0,276
"dialeticidade";0,013;1
"dfde";1;0,276
"dezembargador";1;0,276
"devolucao";1;0,276
"devagar";1;0,276
"detrás";1;0,276
"desvendar";1;0,276
"desvencilhar";1;0,276
"desumanização";1;0,276
"desumanizar";1;0,276
"despachei";0,92;1
"desonerar";1;0,276
"desnaturado";1;0,276
"desmedidamente";0,92;1
"deslizamento";1;0,276
"desligar";1;0,276
"desinfluente";1;0,276
"desimpedir";1;0,276
"designei";1;0,276
"desidratação";1;0,345
"desf";1;0,276
"desestímulo";1;0,276
"desencontro";1;0,276
"desembarcar";1;0,276
"descumpridoras";0;1
"descoordenar";1;0,276
"desconstituindo";1;0,276
"desconexão";1;0,276
"desconectada";1;0,276
"descaracterize";1;0,276
"desca";1;0,276
"desavença";1;0,276
"desassistência";1;0,276
"desalinho";1;0,276
"desagregar";1;0,276
"desagregado";1;0,276
"desafogar";1;0,276
"desafetadas";1;0,276
"derretimento";1;0,345
"depressa";1;0,276
"deplorável";1;0,276
"denodo";0,92;1
"denegatórias";1;0,276
"denatran";1;0,276
"demorado";1;0,276
"demissao";1;0,345
"demarcá";1;0,276
"delírio";1;0,276
"dell";1;0,276
"delivery";1;0,276
"delinquir";1;0,276
"deleite";0,92;1
"deidt";1;0,276
"degenhart";1;0,276
"deflorada";1;0,276
"deferimentos";0,92;1
"defensável";0,92;1
"defasar";0,92;1
"deep";1;0,276
"decote";1;0,276
"debênture";1;0,276
"debilitar";1;0,276
"debilitado";1;0,276
"dd";1;0,276
"dcipd";1;0,276
"dativo";0,92;1
"dari";1;0,345
"dantes";0,013;1
"dangerous";1;0,276
"damasceno";0,92;1
"cóva";1;0,276
"cípios";1;0,276
"célula";1;0,276
"câmbio";0,92;1
"cutâneo";1;0,276
"cute";1;0,276
"curie";1;0,345
"curar";1;0,276
"culpabilizar";1;0,276
"csll";1;0,276
"cruzado";1;0,276
"crusoé";1;0,276
"criá";1;0,276
"cristóvão";0,197;1
"cristandade";1;0,276
"criminalístico";1;0,276
"criatura";1;0,276
"crg";0,92;1
"crente";1;0,345
"creditório";1;0,276
"creditício";1;0,276
"crea";1;0,345
"coágulo";1;0,276
"cosmovisões";1;0,276
"correcional";1;0,276
"corporativismo";1;0,276
"coro";0,92;1
"cordão";1;0,276
"cordillera";1;0,276
"coral";1;0,276
"cop26";1;0,276
"cooperativismo";1;0,276
"coobrigado";1;0,276
"convicto";0,197;1
"contumaz";1;0,276
"controve";0;1
"contributo";1;0,276
"contração";1;0,276
"contraminuta";0;1
"contramajoriatamente";1;0,276
"continência";0,197;1
"contingenciando";1;0,276
"contemplá";1;0,276
"contemplação";1;0,276
"contactar";1;0,276
"contabilização";1;0,276
"constrangê";1;0,276
"constitutionis";1;0,276
"constitucionalizada";1;0,276
"conservacionista";1;0,276
"consequencia";1;0,276
"consensualidade";0,92;1
"conseguintemente";0,92;1
"conscientizar";1;0,276
"conglobada";1;0,276
"confuso";1;0,276
"conflituoso";1;0,276
"conflituosidade";0,92;1
"conflagrar";1;0,276
"confessadamente";1;0,276
"confederativa";0,013;1
"condicioná";1;0,276
"condescender";1;0,276
"condensar";0,92;1
"concretizador";1;0,276
"conclamei";0,197;1
"concidadão";1;0,276
"concentrador";1;0,276
"conceitualmente";1;0,276
"conatram";1;0,276
"conasems";1;0,345
"comunidad";1;0,345
"compulsar";0,92;1
"comprazer";1;0,276
"compostura";1;0,276
"compositor";1;0,276
"complicação";1;0,276
"complessiva";1;0,276
"complacência";1;0,276
"competencia";1;0,276
"compatibilizá";1;0,276
"compactar";1;0,276
"communications";0,013;1
"colóquio";1;0,276
"colmatá";0,92;1
"coletor";1;0,276
"colendos";0,197;1
"coleford";1;0,276
"colacionam";0,92;1
"colaciona";1;0,276
"coibiram";0;1
"cofins";1;0,276
"coercibilidade";0,92;1
"codex";1;0,276
"coberto";1;0,276
"coaduno";1;0,276
"coadjuvar";0,197;1
"cnes";1;0,276
"cmr";1;0,276
"clivagem";1;0,276
"clarividente";1;0,276
"clarear";1;0,276
"claire";1;0,345
"civilista";1;0,276
"cisgênero";1;0,276
"cirino";1;0,276
"circunspecção";1;0,276
"circundar";1;0,276
"circuito";1;0,276
"cionalidade";0;1
"cio";1;0,276
"cimenteiro";1;0,276
"cimeb";1;0,276
"ciman";1;0,276
"cientificação";1;0,276
"cidas";1;0,276
"cid";1;0,276
"ciclomotor";0,92;1
"ciclista";1;0,276
"cicatriz";1;0,276
"ciamp";1;0,276
"chorar";1;0,276
"chinês";1;0,276
"chevallier";1;0,276
"cheiro";1;0,345
"cgsi";1;0,276
"cgpni";1;0,276
"cgpi";1;0,276
"cgi";0,666;1
"cggap";1;0,276
"cgcap";1;0,276
"cfq";0;1
"cfpe";1;0,276
"ces";1;0,276
"ceqo";0;1
"centralmente";0,92;1
"cema";1;0,345
"cedimento";1;0,345
"cbtu";0,197;1
"cbers";1;0,276
"caúla";1;0,276
"cação";0,92;1
"cautelaridade";1;0,276
"causídico";1;0,276
"catalogar";1;0,276
"catalogado";1;0,276
"casuisticamente";1;0,276
"casual";1;0,345
"castidade";1;0,276
"cartel";1;0,276
"carinho";1;0,276
"carey";1;0,276
"cardeal";1;0,276
"caprichoso";1;0,276
"cappelletti";1;0,345
"cantor";1;0,276
"cantina";1;0,345
"canteiro";1;0,276
"cansado";1;0,276
"cando";1;0,276
"candente";1;0,276
"canalização";1;0,276
"canadense";1;0,276
"camões";1;0,276
"calçada";1;0,276
"calsing";0,013;1
"calouste";1;0,276
"calorífico";1;0,276
"calma";1;0,276
"calização";1;0,276
"calha";0,92;1
"caldo";1;0,276
"calamandrei";1;0,276
"cahali";1;0,276
"cafir";1;0,276
"caffé";1;0,276
"caducar";1;0,276
"cadin";1;0,276
"cadastrável";1;0,345
"cacb";0,013;1
"burocrata";1;0,276
"burke";1;0,345
"bullying";1;0,276
"brun";1;0,276
"brumário";1;0,276
"brilhantismo";0,92;1
"briguiet";1;0,276
"brecht";1;0,276
"braziliense";1;0,345
"books";1;0,345
"bonn";1;0,276
"bolivariana";1;0,276
"boiada";1;0,276
"boi";1;0,276
"bloqueador";1;0,276
"blitz";1;0,276
"bliacheriene";1;0,276
"biunívoco";1;0,276
"bitributação";1;0,276
"bilac";0;1
"big";1;0,345
"bevilacqua";1;0,276
"besson";0;1
"bernard";1;0,276
"bentivegna";1;0,276
"bentham";1;0,276
"benemerência";1;0,276
"benedita";1;0,276
"belicoso";1;0,276
"belga";1;0,276
"beco";1;0,276
"beccaria";1;0,276
"beber";1;0,276
"beatrice";1;0,276
"beach";0,013;1
"baú";1;0,276
"batom";1;0,345
"bastiaan";1;0,276
"barulho";1;0,276
"barueri";1;0,345
"barraco";1;0,276
"barata";1;0,276
"banimento";1;0,276
"bangu";1;0,276
"band";1;0,345
"bancar";1;0,276
"balcão";1;0,276
"balancing";0,071;1
"bactéria";1;0,276
"babel";1;0,276
"aziz";1;0,276
"azedo";1;0,276
"avo";1;0,276
"avençado";0,197;1
"avaliativo";1;0,276
"auxiliá";1;0,276
"autóctone";1;0,276
"autorregulação";1;0,276
"autorregeneração";1;0,276
"autorreconhecimento";1;0,276
"autorizac";1;0,276
"autodeterminar";1;0,276
"autodeclaratórios";1;0,345
"authority";1;0,345
"authoritarianism";1;0,345
"autenticar";1;0,276
"aurelino";1;0,276
"augustinópolis";0,197;1
"aturar";1;0,276
"atrocidade";1;0,276
"atributivo";1;0,276
"atrevido";1;0,276
"atomista";1;0,276
"atienza";1;0,276
"atecnia";1;0,276
"atacável";0,013;1
"associtrus";0,001;1
"assertivo";1;0,276
"assepsia";0,92;1
"assegurá";1;0,276
"assalaria";1;0,276
"articulador";1;0,276
"artesão";1;0,276
"arrogância";1;0,276
"arrendatário";1;0,276
"arregimentar";1;0,276
"aritmética";1;0,276
"aristóteles";1;0,276
"aristocracia";1;0,276
"apublica";1;0,345
"aprta";0;1
"appa";0;1
"apenso";0,92;1
"apelido";1;0,345
"apaziguar";1;0,276
"apartamento";1;0,276
"aparador";1;0,276
"apagado";1;0,276
"anódino";1;0,276
"anuente";1;0,276
"antígeno";1;0,345
"antonina";0;1
"antirrepublicana";1;0,276
"ansiedade";1;0,276
"anencefálico";1;0,276
"andrás";1;0,276
"anater";1;0,276
"anarquia";1;0,276
"anamages";0;1
"analogamente";1;0,276
"anacronismo";1;0,276
"amélia";1;0,276
"amputação";1;0,276
"amontoar";1;0,276
"amoldam";1;0,276
"amiúde";0,92;1
"amititia";1;0,276
"amealhar";1;0,276
"ambém";0,013;1
"amarrar";1;0,276
"altamira";1;0,276
"aloysio";1;0,276
"alocá";1;0,276
"alocavam";1;0,276
"alienac";0,197;1
"alexandra";0,071;1
"aleixo";1;0,276
"alcunhar";0,92;1
"alcoolémia";1;0,276
"alcino";1;0,276
"alcançá";1;0,276
"alba";1;0,276
"alaôr";1;0,276
"air";1;0,345
"aih";1;0,276
"agudizar";1;0,276
"agroindustrial";0,92;1
"agregação";1;0,276
"agravá";1;0,276
"agnóstico";1;0,276
"agilizar";1;0,276
"agenstes";1;0,276
"agasalho";1;0,276
"aflorar";1;0,276
"afinado";1;0,276
"afiliar";1;0,276
"aferíveis";1;0,276
"adversidade";1;0,276
"adução";1;0,276
"aduzi";1;0,276
"adstringir";0;1
"adstringe";0,197;1
"adquirente";1;0,276
"adoecimento";1;0,276
"admirador";1;0,276
"adjetivação";1;0,276
"adimplido";1;0,276
"adimplidas";0,92;1
"adfp";0,013;1
"adesivo";1;0,276
"adaptável";1;0,276
"acumulado";1;0,276
"acreditado";1;0,276
"aclamação";0,197;1
"acl";1;0,276
"acirramento";1;0,276
"aceção";1;0,276
"acessados";1;0,276
"acender";1;0,276
"aceitabilidade";1;0,276
"acautelatórias";1;0,276
"acari";1;0,276
"acachapante";1;0,276
"abundante";0,92;1
"absolutismo";1;0,276
"abranches";1;0,276
"abortamento";1;0,276
"abolicionista";1;0,276
"aben";1;0,345
"6h";1;0,276
"5a";1;0,276
"40m";1;0,276
"2kgs";1;0,276
"24hs";1;0,276
"214n";1;0,276
"12h";0,92;1
"00j4";1;0,276
"übermassverbot";1;0,345
"írrito";1;0,345
"êstes";1;0,345
"ê";0,666;1
"éter";1;0,345
"âmago";0,666;1
"áspero";0,666;1
"ácia";0,001;1
"zomer";1;0,345
"zika";1;0,345
"zeitgeist";1;0,345
"zado";1;0,345
"yanomamis";1;0,345
"xl";1;0,345
"xingamento";1;0,345
"wiesel";1;0,345
"west";1;0,345
"weak";1;0,345
"waze";1;0,345
"waldron";1;0,345
"vulneradoras";1;0,345
"vulnerada";0,666;1
"vulgarização";1;0,345
"vpni";1;0,345
"vivamente";1;0,345
"vituperar";1;0,345
"vitorioso";1;0,345
"vitimado";1;0,345
"visória";1;0,345
"viseira";1;0,345
"visconde";1;0,345
"virmond";1;0,345
"virgínia";1;0,345
"vinculador";1;0,345
"vilão";1;0,345
"viegas";1;0,345
"videopôquer";0,666;1
"videobingos";0,666;1
"vicios";1;0,345
"vicepresidente";1;0,345
"vicejar";1;0,345
"vibração";1;0,345
"viabilizadora";0,666;1
"veterano";1;0,345
"verticalizar";0,001;1
"verossímil";1;0,345
"verfassungsentwicklung";1;0,345
"ventilar";0,666;1
"veneno";1;0,345
"vendedor";1;0,345
"venal";1;0,345
"veganos";1;0,345
"vedaria";1;0,345
"vaticano";1;0,345
"vassoura";1;0,345
"vaporizar";1;0,345
"vamente";0,071;1
"vam";0,001;1
"vagina";1;0,345
"usivamente";1;0,345
"usd";1;0,345
"urbanizar";1;0,345
"urania";1;0,345
"upload";1;0,345
"uperveniente";0,001;1
"universitas";1;0,345
"unilateralidade";1;0,345
"uniformemente";1;0,345
"unificador";1;0,345
"unifamiliar";1;0,345
"unidirecional";1;0,345
"unico";0,666;1
"unha";1;0,345
"unasus";0,666;1
"umbilical";1;0,345
"uksc";1;0,345
"uif";1;0,345
"ufsj";1;0,345
"ufsc";1;0,345
"ufba";1;0,345
"ucrânia";1;0,345
"ucla";1;0,345
"uchôa";1;0,345
"ublicação";1;0,345
"ubaldo";0,001;1
"uando";1;0,345
"têxtil";1;0,345
"tábula";1;0,345
"tábua";1;0,345
"turfa";1;0,345
"turco";1;0,345
"turbulência";1;0,345
"tullio";1;0,345
"tucionais";0,666;1
"trt3";1;0,345
"troféu";1;0,345
"trito";0,666;1
"trineto";1;0,345
"tremer";1;0,345
"travestido";1;0,345
"trava";1;0,345
"tratássemos";1;0,345
"transversalidade";1;0,345
"transmutação";1;0,345
"transmutar";1;0,345
"translator";1;0,345
"transindividualidade";1;0,345
"transigível";1;0,345
"transgeracional";0,071;1
"transbordaria";1;0,345
"transaciona";1;0,345
"tradutor";1;0,345
"tortuoso";1;0,345
"torpe";1;0,345
"tornado";1;0,345
"topograficamente";1;0,345
"tood";1;0,345
"tolo";1;0,345
"tollitur";1;0,345
"tolerante";1;0,345
"toffolli";1;0,345
"todes";1;0,345
"tjpi";0,666;1
"tjap";1;0,345
"titucionalidade";0,666;1
"tisnar";1;0,345
"tipológico";1;0,345
"tipica";1;0,345
"tio";1;0,345
"timoni";1;0,345
"tierra";1;0,345
"thru";1;0,345
"theodora";1;0,345
"themistocles";1;0,345
"textualidade";1;0,345
"testículo";1;0,345
"territorialmente";1;0,345
"terracap";1;0,345
"terminis";0,666;1
"terena";1;0,345
"terciário";1;0,345
"teratológico";1;0,345
"tentador";1;0,345
"tenso";1;0,345
"tempus";1;0,345
"tecnologicamente";1;0,345
"taylorismo";1;0,345
"tatbestand";1;0,345
"tasers";1;0,345
"tar";0,666;1
"taquígrafo";1;0,345
"tambe";0,666;1
"takemi";1;0,345
"tadarimana";1;0,345
"tachar";1;0,345
"tabular";1;0,345
"sões";0,666;1
"sírio";1;0,345
"suíno";1;0,345
"susceptível";1;0,345
"susceptibilidade";1;0,345
"supsec";1;0,345
"supressor";1;0,345
"supramencionadas";1;0,345
"supramencionada";1;0,345
"supralegais";1;0,345
"suportável";1;0,345
"superável";1;0,345
"supertransmissão";1;0,345
"supersticioso";1;0,345
"superdimensionamento";1;0,345
"sumo";1;0,345
"sumamente";1;0,345
"sum";1;0,345
"sull";1;0,345
"suinocultor";1;0,345
"suicida";1;0,345
"suhrkamp";0,666;1
"sucumbências";1;0,345
"sucumbentes";0,001;1
"sucumbencia";1;0,345
"subtítulo";1;0,345
"subsumption";0,071;1
"substitutivamente";1;0,345
"subsidiaredade";0,666;1
"subsidariedade";0,071;1
"sublimação";1;0,345
"subjectivo";1;0,345
"subentender";1;0,345
"subdelegação";1;0,345
"subalternidade";1;0,345
"stíveis";0,071;1
"struídas";1;0,345
"stop";1;0,345
"stituição";0,071;1
"steve";1;0,345
"stellung";1;0,345
"steinmetz";1;0,345
"ste";0,666;1
"stas";0,666;1
"stando";0,001;1
"staatsrecht";1;0,345
"ssa";0,666;1
"spotify";1;0,345
"southern";0,666;1
"sorrateiramente";1;0,345
"sorológico";1;0,345
"soprar";1;0,345
"sono";1;0,345
"solutus";1;0,345
"solto";1;0,345
"solidez";1;0,345
"solenidade";1;0,345
"socioeducativa";1;0,345
"socio-político";1;0,345
"sobrejornada";1;0,345
"sobejar";0,666;1
"sobejamente";0,666;1
"sncr";1;0,345
"smartphones";1;0,345
"sls";0,071;1
"skype";1;0,345
"sivam";1;0,345
"situativa";1;0,345
"sitiar";1;0,345
"sinistro";1;0,345
"sindicado";1;0,345
"sinalizarem";1;0,345
"sinalizador";1;0,345
"sinalagma";1;0,345
"sinagoga";1;0,345
"simulacro";1;0,345
"simpático";1;0,345
"similarmente";0,666;1
"silvio";0,666;1
"silogismo";1;0,345
"sigilosamente";1;0,345
"siderúrgico";0,666;1
"sidente";0,071;1
"sidecar";1;0,345
"sicário";1;0,345
"shop";1;0,345
"shield";0,666;1
"serviçal";1;0,345
"servil";1;0,345
"serviente";1;0,345
"seringueiro";1;0,345
"seringal";1;0,345
"sepol";1;0,345
"sensacionalismo";1;0,345
"semiurbanos";1;0,345
"semiológico";1;0,345
"semear";0,666;1
"semarh";1;0,345
"segregado";1;0,345
"seduzir";1;0,345
"sec";1;0,345
"schwimmer";1;0,345
"schwerer";1;0,345
"schreiber";1;0,345
"schier";0,666;1
"sazonal";1;0,345
"saxônico";1;0,345
"saudá";0,001;1
"satisfativas";1;0,345
"santánna";1;0,345
"sanitarista";1;0,345
"sanitariamente";1;0,345
"sanguinário";1;0,345
"sangria";1;0,345
"sands";1;0,345
"saliva";1;0,345
"salgueiro";1;0,345
"safisfeito";0,001;1
"sacramentar";0,071;1
"sacola";1;0,345
"rágrafo";0,071;1
"ruzyk";1;0,345
"ruiz";1;0,345
"rubéola";1;0,345
"rts";1;0,345
"rsi";1;0,345
"rrm";1;0,345
"rppn";1;0,345
"roxo";1;0,345
"roxin";1;0,345
"rovira";1;0,345
"rotular";1;0,345
"rotetiva";1;0,345
"rossano";1;0,345
"rosika";1;0,345
"rondonópolis";0,071;1
"rondon";1;0,345
"rondar";1;0,345
"romântico";1;0,345
"roger";1;0,345
"rodagem";1;0,345
"ritualístico";1;0,345
"ritcm";0,071;1
"ries";1;0,345
